Parking_lot,yolo_car_count,date_time
IllerCreek,0.0,2020-06-05 23:50:00
IllerCreek,1.0,2020-06-05 00:42:00
IllerCreek,6.0,2020-06-05 17:11:00
IllerCreek,1.0,2020-06-05 02:28:00
IllerCreek,4.0,2020-06-05 07:46:00
IllerCreek,0.0,2020-06-05 04:40:00
IllerCreek,6.0,2020-06-05 14:40:00
IllerCreek,9.0,2020-06-05 18:34:00
IllerCreek,9.0,2020-06-05 09:19:00
IllerCreek,6.0,2020-06-05 16:51:00
IllerCreek,7.0,2020-06-05 08:18:00
IllerCreek,2.0,2020-06-05 16:10:00
IllerCreek,5.0,2020-06-05 15:00:00
IllerCreek,6.0,2020-06-05 10:39:00
IllerCreek,8.0,2020-06-05 08:59:00
IllerCreek,1.0,2020-06-05 05:57:00
IllerCreek,1.0,2020-06-05 01:14:00
IllerCreek,7.0,2020-06-05 15:20:00
IllerCreek,6.0,2020-06-05 10:19:00
IllerCreek,0.0,2020-06-05 00:19:00
IllerCreek,7.0,2020-06-05 08:38:00
IllerCreek,1.0,2020-06-05 21:07:00
IllerCreek,1.0,2020-06-05 21:50:00
IllerCreek,8.0,2020-06-05 09:39:00
IllerCreek,6.0,2020-06-05 11:59:00
IllerCreek,2.0,2020-06-05 19:39:00
IllerCreek,8.0,2020-06-05 17:31:00
IllerCreek,0.0,2020-06-05 22:56:00
IllerCreek,1.0,2020-06-05 22:01:00
IllerCreek,1.0,2020-06-05 02:08:00
IllerCreek,8.0,2020-06-05 12:09:00
IllerCreek,3.0,2020-06-05 11:19:00
IllerCreek,7.0,2020-06-05 14:20:00
IllerCreek,5.0,2020-06-05 10:59:00
IllerCreek,0.0,2020-06-05 20:11:00
IllerCreek,4.0,2020-06-05 16:31:00
IllerCreek,1.0,2020-06-05 01:03:00
IllerCreek,7.0,2020-06-05 15:40:00
IllerCreek,0.0,2020-06-05 03:45:00
IllerCreek,9.0,2020-06-05 17:51:00
IllerCreek,0.0,2020-06-05 03:12:00
IllerCreek,5.0,2020-06-05 09:59:00
IllerCreek,5.0,2020-06-05 11:39:00
IllerCreek,6.0,2020-06-05 12:29:00
IllerCreek,8.0,2020-06-05 18:23:00
IllerCreek,6.0,2020-06-05 14:00:00
Glenrose,1.0,2020-06-05 05:02:00
Glenrose,0.0,2020-06-05 01:57:00
Glenrose,1.0,2020-06-05 23:18:00
Glenrose,0.0,2020-06-05 22:23:00
Glenrose,5.0,2020-06-05 13:50:00
Glenrose,0.0,2020-06-05 06:08:00
Glenrose,2.0,2020-06-05 07:25:00
Glenrose,0.0,2020-06-05 19:17:00
Glenrose,0.0,2020-06-05 05:34:00
Glenrose,0.0,2020-06-05 01:36:00
Glenrose,4.0,2020-06-05 20:44:00
Glenrose,0.0,2020-06-05 21:28:00
Glenrose,0.0,2020-06-05 04:18:00
Glenrose,7.0,2020-06-05 13:30:00
Glenrose,1.0,2020-06-05 23:39:00
Glenrose,3.0,2020-06-05 18:01:00
Glenrose,0.0,2020-06-05 18:56:00
Glenrose,0.0,2020-06-05 22:34:00
Glenrose,6.0,2020-06-05 13:10:00
Glenrose,1.0,2020-06-05 06:29:00
Glenrose,2.0,2020-06-05 06:52:00
Glenrose,6.0,2020-06-05 12:50:00
Glenrose,0.0,2020-06-05 02:50:00
Glenrose,4.0,2020-06-05 20:33:00
Glenrose,0.0,2020-06-05 23:28:00
Glenrose,2.0,2020-06-05 07:35:00
Glenrose,3.0,2020-06-05 20:55:00
Glenrose,0.0,2020-06-05 21:39:00
Glenrose,6.0,2020-06-05 19:50:00
Glenrose,1.0,2020-06-05 05:24:00
Glenrose,0.0,2020-06-05 19:07:00
Glenrose,0.0,2020-06-05 01:47:00
Glenrose,0.0,2020-06-05 04:29:00
Glenrose,1.0,2020-06-05 05:12:00
Glenrose,6.0,2020-06-05 20:22:00
Glenrose,5.0,2020-06-05 13:40:00
Glenrose,2.0,2020-06-05 07:03:00
Glenrose,0.0,2020-06-05 03:01:00
Glenrose,0.0,2020-06-05 03:56:00
Glenrose,2.0,2020-06-05 07:14:00
Glenrose,7.0,2020-06-05 13:00:00
Glenrose,0.0,2020-06-05 02:40:00
Glenrose,0.0,2020-06-05 22:12:00
Glenrose,0.0,2020-06-05 22:45:00
Glenrose,0.0,2020-06-05 06:19:00
Glenrose,7.0,2020-06-05 13:20:00
Glenrose,0.0,2020-06-05 00:30:00
Glenrose,3.0,2020-06-05 08:28:00
Glenrose,5.0,2020-06-05 10:09:00
Glenrose,5.0,2020-06-05 20:00:00
Glenrose,9.0,2020-06-05 15:30:00
Glenrose,0.0,2020-06-05 02:18:00
Glenrose,0.0,2020-06-05 18:45:00
Glenrose,6.0,2020-06-05 17:21:00
Glenrose,2.0,2020-06-05 18:12:00
Glenrose,4.0,2020-06-05 09:29:00
Glenrose,6.0,2020-06-05 11:49:00
Glenrose,0.0,2020-06-05 21:17:00
Glenrose,0.0,2020-06-05 03:23:00
Glenrose,0.0,2020-06-05 04:07:00
Glenrose,4.0,2020-06-05 09:09:00
Glenrose,7.0,2020-06-05 14:50:00
Glenrose,0.0,2020-06-05 00:52:00
Glenrose,7.0,2020-06-05 17:01:00
Glenrose,4.0,2020-06-05 10:29:00
Glenrose,8.0,2020-06-05 16:00:00
Glenrose,6.0,2020-06-05 15:10:00
Glenrose,3.0,2020-06-05 08:08:00
Glenrose,8.0,2020-06-05 16:41:00
Glenrose,9.0,2020-06-05 15:50:00
Glenrose,2.0,2020-06-05 06:40:00
Glenrose,1.0,2020-06-05 05:46:00
Glenrose,4.0,2020-06-05 08:48:00
Glenrose,8.0,2020-06-05 14:10:00
Glenrose,5.0,2020-06-05 09:49:00
Glenrose,2.0,2020-06-05 07:57:00
Glenrose,5.0,2020-06-05 11:29:00
Glenrose,6.0,2020-06-05 12:39:00
Glenrose,6.0,2020-06-05 17:41:00
Glenrose,0.0,2020-06-05 04:51:00
Glenrose,1.0,2020-06-05 19:28:00
Glenrose,10.0,2020-06-05 14:30:00
Glenrose,5.0,2020-06-05 12:19:00
Glenrose,0.0,2020-06-05 03:34:00
Glenrose,5.0,2020-06-05 11:09:00
Glenrose,10.0,2020-06-05 16:21:00
Glenrose,1.0,2020-06-05 00:08:00
Glenrose,0.0,2020-06-05 01:25:00
Glenrose,1.0,2020-06-05 23:07:00
Glenrose,4.0,2020-06-05 10:49:00
Glenrose,1.0,2020-06-05 23:50:00
Glenrose,0.0,2020-06-05 00:42:00
Glenrose,8.0,2020-06-05 17:11:00
Glenrose,0.0,2020-06-05 02:28:00
Glenrose,2.0,2020-06-05 07:46:00
Glenrose,0.0,2020-06-05 04:40:00
Glenrose,10.0,2020-06-05 14:40:00
Glenrose,1.0,2020-06-05 18:34:00
Glenrose,3.0,2020-06-05 09:19:00
Glenrose,8.0,2020-06-05 16:51:00
Glenrose,3.0,2020-06-05 08:18:00
Glenrose,11.0,2020-06-05 16:10:00
Glenrose,8.0,2020-06-05 15:00:00
Glenrose,4.0,2020-06-05 10:39:00
Glenrose,4.0,2020-06-05 08:59:00
Glenrose,0.0,2020-06-05 05:57:00
Glenrose,0.0,2020-06-05 01:14:00
Glenrose,9.0,2020-06-05 15:20:00
Glenrose,5.0,2020-06-05 10:19:00
Glenrose,0.0,2020-06-05 00:19:00
Glenrose,5.0,2020-06-05 08:38:00
Glenrose,2.0,2020-06-05 21:07:00
Glenrose,0.0,2020-06-05 21:50:00
Glenrose,5.0,2020-06-05 09:39:00
Glenrose,6.0,2020-06-05 11:59:00
Glenrose,3.0,2020-06-05 19:39:00
Glenrose,6.0,2020-06-05 17:31:00
Glenrose,0.0,2020-06-05 22:56:00
Glenrose,0.0,2020-06-05 22:01:00
Glenrose,0.0,2020-06-05 02:08:00
Glenrose,6.0,2020-06-05 12:09:00
Glenrose,4.0,2020-06-05 11:19:00
Glenrose,8.0,2020-06-05 14:20:00
Glenrose,4.0,2020-06-05 10:59:00
Glenrose,6.0,2020-06-05 20:11:00
Glenrose,9.0,2020-06-05 16:31:00
Glenrose,0.0,2020-06-05 01:03:00
Glenrose,9.0,2020-06-05 15:40:00
Glenrose,0.0,2020-06-05 03:45:00
Glenrose,4.0,2020-06-05 17:51:00
Glenrose,0.0,2020-06-05 03:12:00
Glenrose,5.0,2020-06-05 09:59:00
Glenrose,6.0,2020-06-05 11:39:00
Glenrose,6.0,2020-06-05 12:29:00
Glenrose,1.0,2020-06-05 18:23:00
Glenrose,7.0,2020-06-05 14:00:00
AntoineW,0.0,2020-06-06 02:46:00
AntoineW,7.0,2020-06-06 12:11:00
AntoineW,0.0,2020-06-06 05:42:00
AntoineW,0.0,2020-06-06 22:59:00
AntoineW,1.0,2020-06-06 19:20:00
AntoineW,0.0,2020-06-06 21:32:00
AntoineW,0.0,2020-06-06 04:02:00
AntoineW,0.0,2020-06-06 20:48:00
AntoineW,0.0,2020-06-06 03:51:00
AntoineW,1.0,2020-06-06 18:37:00
AntoineW,0.0,2020-06-06 04:14:00
AntoineW,7.0,2020-06-06 15:39:00
AntoineW,3.0,2020-06-06 07:53:00
AntoineW,0.0,2020-06-06 05:19:00
AntoineW,1.0,2020-06-06 18:17:00
AntoineW,0.0,2020-06-06 03:30:00
AntoineW,9.0,2020-06-06 14:22:00
AntoineW,0.0,2020-06-06 06:25:00
AntoineW,0.0,2020-06-06 22:38:00
AntoineW,0.0,2020-06-06 20:04:00
AntoineW,1.0,2020-06-06 07:09:00
AntoineW,0.0,2020-06-06 23:55:00
AntoineW,8.0,2020-06-06 13:27:00
AntoineW,0.0,2020-06-06 04:35:00
AntoineW,0.0,2020-06-06 00:01:00
AntoineW,0.0,2020-06-06 00:56:00
AntoineW,0.0,2020-06-06 01:41:00
AntoineW,2.0,2020-06-06 16:12:00
AntoineW,0.0,2020-06-06 23:22:00
AntoineW,4.0,2020-06-06 11:16:00
AntoineW,0.0,2020-06-06 16:45:00
AntoineW,0.0,2020-06-06 06:58:00
AntoineW,0.0,2020-06-06 21:43:00
AntoineW,0.0,2020-06-06 04:24:00
AntoineW,1.0,2020-06-06 18:07:00
AntoineW,0.0,2020-06-06 20:15:00
AntoineW,0.0,2020-06-06 23:44:00
AntoineW,1.0,2020-06-06 16:23:00
AntoineW,0.0,2020-06-06 06:03:00
AntoineW,0.0,2020-06-06 23:33:00
AntoineW,0.0,2020-06-06 01:07:00
AntoineW,0.0,2020-06-06 05:52:00
AntoineW,1.0,2020-06-06 18:27:00
AntoineW,0.0,2020-06-06 03:41:00
AntoineW,7.0,2020-06-06 13:16:00
AntoineW,8.0,2020-06-06 14:44:00
AntoineW,0.0,2020-06-06 20:59:00
AntoineW,6.0,2020-06-06 15:28:00
AntoineW,2.0,2020-06-06 07:42:00
AntoineW,0.0,2020-06-06 06:14:00
AntoineW,0.0,2020-06-06 02:57:00
AntoineW,6.0,2020-06-06 12:00:00
AntoineW,4.0,2020-06-06 11:06:00
AntoineW,1.0,2020-06-06 19:31:00
AntoineW,0.0,2020-06-06 22:48:00
AntoineW,0.0,2020-06-06 16:34:00
AntoineW,0.0,2020-06-06 05:08:00
AntoineW,0.0,2020-06-06 22:05:00
AntoineW,8.0,2020-06-06 14:33:00
AntoineW,0.0,2020-06-06 21:54:00
AntoineW,0.0,2020-06-06 02:35:00
AntoineW,0.0,2020-06-06 23:11:00
AntoineW,3.0,2020-06-06 09:45:00
AntoineW,0.0,2020-06-06 19:53:00
AntoineW,3.0,2020-06-06 08:44:00
AntoineW,0.0,2020-06-06 00:24:00
AntoineW,2.0,2020-06-06 07:20:00
AntoineW,1.0,2020-06-06 17:57:00
AntoineW,0.0,2020-06-06 01:29:00
AntoineW,4.0,2020-06-06 10:45:00
AntoineW,0.0,2020-06-06 00:45:00
AntoineW,4.0,2020-06-06 15:50:00
AntoineW,0.0,2020-06-06 20:37:00
AntoineW,8.0,2020-06-06 13:38:00
AntoineW,0.0,2020-06-06 16:56:00
AntoineW,1.0,2020-06-06 18:48:00
AntoineW,0.0,2020-06-06 01:52:00
AntoineW,2.0,2020-06-06 16:01:00
AntoineW,0.0,2020-06-06 02:02:00
AntoineW,7.0,2020-06-06 12:55:00
AntoineW,3.0,2020-06-06 09:25:00
AntoineW,7.0,2020-06-06 15:06:00
AntoineW,0.0,2020-06-06 22:27:00
AntoineW,0.0,2020-06-06 00:13:00
AntoineW,4.0,2020-06-06 08:24:00
AntoineW,1.0,2020-06-06 19:09:00
AntoineW,2.0,2020-06-06 17:17:00
AntoineW,9.0,2020-06-06 14:11:00
AntoineW,0.0,2020-06-06 04:46:00
AntoineW,2.0,2020-06-06 10:05:00
AntoineW,0.0,2020-06-06 21:21:00
AntoineW,7.0,2020-06-06 11:28:00
AntoineW,4.0,2020-06-06 10:25:00
AntoineW,6.0,2020-06-06 11:49:00
AntoineW,1.0,2020-06-06 17:37:00
AntoineW,3.0,2020-06-06 08:04:00
AntoineW,7.0,2020-06-06 12:22:00
AntoineW,3.0,2020-06-06 09:05:00
AntoineW,0.0,2020-06-06 06:36:00
AntoineW,0.0,2020-06-06 05:30:00
AntoineW,0.0,2020-06-06 03:19:00
AntoineW,4.0,2020-06-06 10:55:00
AntoineW,1.0,2020-06-06 17:47:00
AntoineW,0.0,2020-06-06 04:57:00
AntoineW,1.0,2020-06-06 18:58:00
AntoineW,0.0,2020-06-06 02:13:00
AntoineW,7.0,2020-06-06 15:17:00
AntoineW,6.0,2020-06-06 12:44:00
AntoineW,7.0,2020-06-06 12:33:00
AntoineW,8.0,2020-06-06 13:49:00
AntoineW,2.0,2020-06-06 09:55:00
AntoineW,0.0,2020-06-06 03:08:00
AntoineW,3.0,2020-06-06 08:54:00
AntoineW,0.0,2020-06-06 21:10:00
AntoineW,0.0,2020-06-06 22:16:00
AntoineW,2.0,2020-06-06 17:27:00
AntoineW,3.0,2020-06-06 08:14:00
AntoineW,0.0,2020-06-06 01:18:00
AntoineW,4.0,2020-06-06 10:35:00
AntoineW,0.0,2020-06-06 00:35:00
AntoineW,2.0,2020-06-06 07:31:00
AntoineW,0.0,2020-06-06 02:24:00
AntoineW,3.0,2020-06-06 09:15:00
AntoineW,2.0,2020-06-06 19:42:00
AntoineW,3.0,2020-06-06 09:35:00
AntoineW,0.0,2020-06-06 20:26:00
AntoineW,0.0,2020-06-06 06:47:00
AntoineW,3.0,2020-06-06 10:15:00
AntoineW,8.0,2020-06-06 14:56:00
AntoineW,8.0,2020-06-06 11:38:00
AntoineW,7.0,2020-06-06 13:05:00
AntoineW,8.0,2020-06-06 14:01:00
AntoineW,3.0,2020-06-06 08:34:00
AntoineW,2.0,2020-06-06 17:07:00
StevensCreek,0.0,2020-06-06 02:46:00
StevensCreek,21.0,2020-06-06 12:11:00
StevensCreek,0.0,2020-06-06 05:42:00
StevensCreek,0.0,2020-06-06 22:59:00
StevensCreek,4.0,2020-06-06 19:20:00
StevensCreek,0.0,2020-06-06 21:32:00
StevensCreek,0.0,2020-06-06 04:02:00
StevensCreek,1.0,2020-06-06 20:48:00
StevensCreek,0.0,2020-06-06 03:51:00
StevensCreek,4.0,2020-06-06 18:37:00
StevensCreek,0.0,2020-06-06 04:14:00
StevensCreek,9.0,2020-06-06 15:39:00
StevensCreek,5.0,2020-06-06 07:53:00
StevensCreek,0.0,2020-06-06 05:19:00
StevensCreek,4.0,2020-06-06 18:17:00
StevensCreek,0.0,2020-06-06 03:30:00
StevensCreek,9.0,2020-06-06 14:22:00
StevensCreek,0.0,2020-06-06 06:25:00
StevensCreek,0.0,2020-06-06 22:38:00
StevensCreek,5.0,2020-06-06 20:04:00
StevensCreek,4.0,2020-06-06 07:09:00
StevensCreek,0.0,2020-06-06 23:55:00
StevensCreek,9.0,2020-06-06 13:27:00
StevensCreek,0.0,2020-06-06 04:35:00
StevensCreek,0.0,2020-06-06 00:01:00
StevensCreek,0.0,2020-06-06 00:56:00
StevensCreek,0.0,2020-06-06 01:41:00
StevensCreek,7.0,2020-06-06 16:12:00
StevensCreek,0.0,2020-06-06 23:22:00
StevensCreek,18.0,2020-06-06 11:16:00
StevensCreek,6.0,2020-06-06 16:45:00
StevensCreek,3.0,2020-06-06 06:58:00
StevensCreek,0.0,2020-06-06 21:43:00
StevensCreek,0.0,2020-06-06 04:24:00
StevensCreek,4.0,2020-06-06 18:07:00
StevensCreek,4.0,2020-06-06 20:15:00
StevensCreek,0.0,2020-06-06 23:44:00
StevensCreek,4.0,2020-06-06 16:23:00
StevensCreek,0.0,2020-06-06 06:03:00
StevensCreek,0.0,2020-06-06 23:33:00
StevensCreek,0.0,2020-06-06 01:07:00
StevensCreek,0.0,2020-06-06 05:52:00
StevensCreek,4.0,2020-06-06 18:27:00
StevensCreek,0.0,2020-06-06 03:41:00
StevensCreek,14.0,2020-06-06 13:16:00
StevensCreek,13.0,2020-06-06 14:44:00
StevensCreek,0.0,2020-06-06 20:59:00
StevensCreek,9.0,2020-06-06 15:28:00
StevensCreek,5.0,2020-06-06 07:42:00
StevensCreek,0.0,2020-06-06 06:14:00
StevensCreek,0.0,2020-06-06 02:57:00
StevensCreek,20.0,2020-06-06 12:00:00
StevensCreek,15.0,2020-06-06 11:06:00
StevensCreek,4.0,2020-06-06 19:31:00
StevensCreek,0.0,2020-06-06 22:48:00
StevensCreek,5.0,2020-06-06 16:34:00
StevensCreek,0.0,2020-06-06 05:08:00
StevensCreek,0.0,2020-06-06 22:05:00
StevensCreek,9.0,2020-06-06 14:33:00
StevensCreek,0.0,2020-06-06 21:54:00
StevensCreek,0.0,2020-06-06 02:35:00
StevensCreek,0.0,2020-06-06 23:11:00
StevensCreek,6.0,2020-06-06 09:45:00
StevensCreek,5.0,2020-06-06 19:53:00
StevensCreek,9.0,2020-06-06 08:44:00
StevensCreek,0.0,2020-06-06 00:24:00
StevensCreek,4.0,2020-06-06 07:20:00
StevensCreek,5.0,2020-06-06 17:57:00
StevensCreek,0.0,2020-06-06 01:29:00
StevensCreek,13.0,2020-06-06 10:45:00
StevensCreek,0.0,2020-06-06 00:45:00
StevensCreek,8.0,2020-06-06 15:50:00
StevensCreek,3.0,2020-06-06 20:37:00
StevensCreek,10.0,2020-06-06 13:38:00
StevensCreek,6.0,2020-06-06 16:56:00
StevensCreek,5.0,2020-06-06 18:48:00
StevensCreek,0.0,2020-06-06 01:52:00
StevensCreek,7.0,2020-06-06 16:01:00
StevensCreek,0.0,2020-06-06 02:02:00
StevensCreek,12.0,2020-06-06 12:55:00
StevensCreek,8.0,2020-06-06 09:25:00
StevensCreek,12.0,2020-06-06 15:06:00
StevensCreek,0.0,2020-06-06 22:27:00
StevensCreek,0.0,2020-06-06 00:13:00
StevensCreek,5.0,2020-06-06 08:24:00
StevensCreek,4.0,2020-06-06 19:09:00
StevensCreek,6.0,2020-06-06 17:17:00
StevensCreek,10.0,2020-06-06 14:11:00
StevensCreek,0.0,2020-06-06 04:46:00
StevensCreek,9.0,2020-06-06 10:05:00
StevensCreek,0.0,2020-06-06 21:21:00
StevensCreek,15.0,2020-06-06 11:28:00
StevensCreek,11.0,2020-06-06 10:25:00
StevensCreek,18.0,2020-06-06 11:49:00
StevensCreek,6.0,2020-06-06 17:37:00
StevensCreek,5.0,2020-06-06 08:04:00
StevensCreek,22.0,2020-06-06 12:22:00
StevensCreek,8.0,2020-06-06 09:05:00
StevensCreek,1.0,2020-06-06 06:36:00
StevensCreek,0.0,2020-06-06 05:30:00
StevensCreek,0.0,2020-06-06 03:19:00
StevensCreek,17.0,2020-06-06 10:55:00
StevensCreek,4.0,2020-06-06 17:47:00
StevensCreek,0.0,2020-06-06 04:57:00
StevensCreek,4.0,2020-06-06 18:58:00
StevensCreek,0.0,2020-06-06 02:13:00
StevensCreek,11.0,2020-06-06 15:17:00
StevensCreek,14.0,2020-06-06 12:44:00
StevensCreek,16.0,2020-06-06 12:33:00
StevensCreek,14.0,2020-06-06 13:49:00
StevensCreek,7.0,2020-06-06 09:55:00
StevensCreek,0.0,2020-06-06 03:08:00
StevensCreek,8.0,2020-06-06 08:54:00
StevensCreek,0.0,2020-06-06 21:10:00
StevensCreek,0.0,2020-06-06 22:16:00
StevensCreek,6.0,2020-06-06 17:27:00
StevensCreek,5.0,2020-06-06 08:14:00
StevensCreek,0.0,2020-06-06 01:18:00
StevensCreek,13.0,2020-06-06 10:35:00
StevensCreek,0.0,2020-06-06 00:35:00
StevensCreek,5.0,2020-06-06 07:31:00
StevensCreek,0.0,2020-06-06 02:24:00
StevensCreek,8.0,2020-06-06 09:15:00
StevensCreek,3.0,2020-06-06 19:42:00
StevensCreek,7.0,2020-06-06 09:35:00
StevensCreek,4.0,2020-06-06 20:26:00
StevensCreek,2.0,2020-06-06 06:47:00
StevensCreek,10.0,2020-06-06 10:15:00
StevensCreek,13.0,2020-06-06 14:56:00
StevensCreek,19.0,2020-06-06 11:38:00
StevensCreek,15.0,2020-06-06 13:05:00
StevensCreek,13.0,2020-06-06 14:01:00
StevensCreek,8.0,2020-06-06 08:34:00
StevensCreek,6.0,2020-06-06 17:07:00
IllerCreek,0.0,2020-06-06 02:46:00
IllerCreek,9.0,2020-06-06 12:11:00
IllerCreek,1.0,2020-06-06 05:42:00
IllerCreek,1.0,2020-06-06 22:59:00
IllerCreek,12.0,2020-06-06 19:20:00
IllerCreek,1.0,2020-06-06 21:32:00
IllerCreek,0.0,2020-06-06 04:02:00
IllerCreek,3.0,2020-06-06 20:48:00
IllerCreek,0.0,2020-06-06 03:51:00
IllerCreek,8.0,2020-06-06 18:37:00
IllerCreek,0.0,2020-06-06 04:14:00
IllerCreek,7.0,2020-06-06 15:39:00
IllerCreek,5.0,2020-06-06 07:53:00
IllerCreek,0.0,2020-06-06 05:19:00
IllerCreek,9.0,2020-06-06 18:17:00
IllerCreek,0.0,2020-06-06 03:30:00
IllerCreek,7.0,2020-06-06 14:22:00
IllerCreek,1.0,2020-06-06 06:25:00
IllerCreek,1.0,2020-06-06 22:38:00
IllerCreek,4.0,2020-06-06 20:04:00
IllerCreek,1.0,2020-06-06 07:09:00
IllerCreek,2.0,2020-06-06 23:55:00
IllerCreek,6.0,2020-06-06 13:27:00
IllerCreek,0.0,2020-06-06 04:35:00
IllerCreek,0.0,2020-06-06 00:01:00
IllerCreek,0.0,2020-06-06 00:56:00
IllerCreek,0.0,2020-06-06 01:41:00
IllerCreek,4.0,2020-06-06 16:12:00
IllerCreek,1.0,2020-06-06 23:22:00
IllerCreek,7.0,2020-06-06 11:16:00
IllerCreek,5.0,2020-06-06 16:45:00
IllerCreek,0.0,2020-06-06 06:58:00
IllerCreek,1.0,2020-06-06 21:43:00
IllerCreek,0.0,2020-06-06 04:24:00
IllerCreek,5.0,2020-06-06 18:07:00
IllerCreek,5.0,2020-06-06 20:15:00
IllerCreek,1.0,2020-06-06 23:44:00
IllerCreek,5.0,2020-06-06 16:23:00
IllerCreek,1.0,2020-06-06 06:03:00
IllerCreek,1.0,2020-06-06 23:33:00
IllerCreek,0.0,2020-06-06 01:07:00
IllerCreek,1.0,2020-06-06 05:52:00
IllerCreek,8.0,2020-06-06 18:27:00
IllerCreek,0.0,2020-06-06 03:41:00
IllerCreek,10.0,2020-06-06 13:16:00
IllerCreek,5.0,2020-06-06 14:44:00
IllerCreek,3.0,2020-06-06 20:59:00
IllerCreek,4.0,2020-06-06 15:28:00
IllerCreek,5.0,2020-06-06 07:42:00
IllerCreek,1.0,2020-06-06 06:14:00
IllerCreek,0.0,2020-06-06 02:57:00
IllerCreek,7.0,2020-06-06 12:00:00
IllerCreek,7.0,2020-06-06 11:06:00
IllerCreek,12.0,2020-06-06 19:31:00
IllerCreek,1.0,2020-06-06 22:48:00
IllerCreek,5.0,2020-06-06 16:34:00
IllerCreek,0.0,2020-06-06 05:08:00
IllerCreek,1.0,2020-06-06 22:05:00
IllerCreek,7.0,2020-06-06 14:33:00
IllerCreek,1.0,2020-06-06 21:54:00
IllerCreek,0.0,2020-06-06 02:35:00
IllerCreek,1.0,2020-06-06 23:11:00
IllerCreek,7.0,2020-06-06 09:45:00
IllerCreek,6.0,2020-06-06 19:53:00
IllerCreek,7.0,2020-06-06 08:44:00
IllerCreek,0.0,2020-06-06 00:24:00
IllerCreek,2.0,2020-06-06 07:20:00
IllerCreek,6.0,2020-06-06 17:57:00
IllerCreek,0.0,2020-06-06 01:29:00
IllerCreek,5.0,2020-06-06 10:45:00
IllerCreek,0.0,2020-06-06 00:45:00
IllerCreek,4.0,2020-06-06 15:50:00
IllerCreek,3.0,2020-06-06 20:37:00
IllerCreek,9.0,2020-06-06 13:38:00
IllerCreek,8.0,2020-06-06 16:56:00
IllerCreek,8.0,2020-06-06 18:48:00
IllerCreek,0.0,2020-06-06 01:52:00
IllerCreek,4.0,2020-06-06 16:01:00
IllerCreek,0.0,2020-06-06 02:02:00
IllerCreek,7.0,2020-06-06 12:55:00
IllerCreek,6.0,2020-06-06 09:25:00
IllerCreek,3.0,2020-06-06 15:06:00
IllerCreek,1.0,2020-06-06 22:27:00
IllerCreek,0.0,2020-06-06 00:13:00
IllerCreek,7.0,2020-06-06 08:24:00
IllerCreek,10.0,2020-06-06 19:09:00
IllerCreek,7.0,2020-06-06 17:17:00
IllerCreek,7.0,2020-06-06 14:11:00
IllerCreek,0.0,2020-06-06 04:46:00
IllerCreek,6.0,2020-06-06 10:05:00
IllerCreek,2.0,2020-06-06 21:21:00
IllerCreek,7.0,2020-06-06 11:28:00
IllerCreek,5.0,2020-06-06 10:25:00
IllerCreek,10.0,2020-06-06 11:49:00
IllerCreek,5.0,2020-06-06 17:37:00
IllerCreek,5.0,2020-06-06 08:04:00
IllerCreek,9.0,2020-06-06 12:22:00
IllerCreek,6.0,2020-06-06 09:05:00
IllerCreek,0.0,2020-06-06 06:36:00
IllerCreek,0.0,2020-06-06 05:30:00
IllerCreek,0.0,2020-06-06 03:19:00
IllerCreek,8.0,2020-06-06 10:55:00
IllerCreek,3.0,2020-06-06 17:47:00
IllerCreek,0.0,2020-06-06 04:57:00
IllerCreek,7.0,2020-06-06 18:58:00
IllerCreek,0.0,2020-06-06 02:13:00
IllerCreek,4.0,2020-06-06 15:17:00
IllerCreek,8.0,2020-06-06 12:44:00
IllerCreek,12.0,2020-06-06 12:33:00
IllerCreek,6.0,2020-06-06 13:49:00
IllerCreek,7.0,2020-06-06 09:55:00
IllerCreek,0.0,2020-06-06 03:08:00
IllerCreek,7.0,2020-06-06 08:54:00
IllerCreek,3.0,2020-06-06 21:10:00
IllerCreek,0.0,2020-06-06 22:16:00
IllerCreek,7.0,2020-06-06 17:27:00
IllerCreek,6.0,2020-06-06 08:14:00
IllerCreek,0.0,2020-06-06 01:18:00
IllerCreek,5.0,2020-06-06 10:35:00
IllerCreek,0.0,2020-06-06 00:35:00
IllerCreek,2.0,2020-06-06 07:31:00
IllerCreek,0.0,2020-06-06 02:24:00
IllerCreek,7.0,2020-06-06 09:15:00
IllerCreek,9.0,2020-06-06 19:42:00
IllerCreek,8.0,2020-06-06 09:35:00
IllerCreek,3.0,2020-06-06 20:26:00
IllerCreek,0.0,2020-06-06 06:47:00
IllerCreek,6.0,2020-06-06 10:15:00
IllerCreek,4.0,2020-06-06 14:56:00
IllerCreek,9.0,2020-06-06 11:38:00
IllerCreek,10.0,2020-06-06 13:05:00
IllerCreek,7.0,2020-06-06 14:01:00
IllerCreek,7.0,2020-06-06 08:34:00
IllerCreek,6.0,2020-06-06 17:07:00
Glenrose,0.0,2020-06-06 02:46:00
Glenrose,12.0,2020-06-06 12:11:00
Glenrose,0.0,2020-06-06 05:42:00
Glenrose,2.0,2020-06-06 22:59:00
Glenrose,3.0,2020-06-06 19:20:00
Glenrose,4.0,2020-06-06 21:32:00
Glenrose,0.0,2020-06-06 04:02:00
Glenrose,9.0,2020-06-06 20:48:00
Glenrose,0.0,2020-06-06 03:51:00
Glenrose,5.0,2020-06-06 18:37:00
