Parking_lot,file_name,month,day,year,hour,minute,yolo_car_count
IllerCreek,03-06-2020-08-57.jpeg,6,3,2020,8,57,0
IllerCreek,03-06-2020-09-07.jpeg,6,3,2020,9,7,1
IllerCreek,03-06-2020-09-17.jpeg,6,3,2020,9,17,1
IllerCreek,03-06-2020-09-27.jpeg,6,3,2020,9,27,1
IllerCreek,03-06-2020-09-37.jpeg,6,3,2020,9,37,3
IllerCreek,03-06-2020-09-47.jpeg,6,3,2020,9,47,5
IllerCreek,03-06-2020-09-57.jpeg,6,3,2020,9,57,4
IllerCreek,03-06-2020-10-07.jpeg,6,3,2020,10,7,5
IllerCreek,03-06-2020-10-17.jpeg,6,3,2020,10,17,5
IllerCreek,03-06-2020-10-27.jpeg,6,3,2020,10,27,4
IllerCreek,03-06-2020-10-37.jpeg,6,3,2020,10,37,6
IllerCreek,03-06-2020-10-47.jpeg,6,3,2020,10,47,5
IllerCreek,03-06-2020-10-57.jpeg,6,3,2020,10,57,8
IllerCreek,03-06-2020-11-07.jpeg,6,3,2020,11,7,7
IllerCreek,03-06-2020-11-17.jpeg,6,3,2020,11,17,6
IllerCreek,03-06-2020-11-27.jpeg,6,3,2020,11,27,7
IllerCreek,03-06-2020-11-37.jpeg,6,3,2020,11,37,7
IllerCreek,03-06-2020-11-48.jpeg,6,3,2020,11,48,6
IllerCreek,03-06-2020-11-58.jpeg,6,3,2020,11,58,7
IllerCreek,03-06-2020-12-08.jpeg,6,3,2020,12,8,8
IllerCreek,03-06-2020-12-18.jpeg,6,3,2020,12,18,7
IllerCreek,03-06-2020-12-29.jpeg,6,3,2020,12,29,7
IllerCreek,03-06-2020-12-39.jpeg,6,3,2020,12,39,6
IllerCreek,03-06-2020-12-49.jpeg,6,3,2020,12,49,5
IllerCreek,03-06-2020-12-59.jpeg,6,3,2020,12,59,7
IllerCreek,03-06-2020-13-09.jpeg,6,3,2020,13,9,8
IllerCreek,03-06-2020-13-19.jpeg,6,3,2020,13,19,7
IllerCreek,03-06-2020-13-29.jpeg,6,3,2020,13,29,7
IllerCreek,03-06-2020-13-39.jpeg,6,3,2020,13,39,5
IllerCreek,03-06-2020-13-49.jpeg,6,3,2020,13,49,6
IllerCreek,03-06-2020-13-59.jpeg,6,3,2020,13,59,6
IllerCreek,03-06-2020-14-09.jpeg,6,3,2020,14,9,4
IllerCreek,03-06-2020-14-29.jpeg,6,3,2020,14,29,4
IllerCreek,03-06-2020-14-40.jpeg,6,3,2020,14,40,2
IllerCreek,03-06-2020-14-50.jpeg,6,3,2020,14,50,2
IllerCreek,03-06-2020-15-00.jpeg,6,3,2020,15,0,2
IllerCreek,03-06-2020-15-10.jpeg,6,3,2020,15,10,2
IllerCreek,03-06-2020-15-20.jpeg,6,3,2020,15,20,2
IllerCreek,03-06-2020-15-30.jpeg,6,3,2020,15,30,3
IllerCreek,03-06-2020-15-40.jpeg,6,3,2020,15,40,2
IllerCreek,03-06-2020-15-50.jpeg,6,3,2020,15,50,3
IllerCreek,03-06-2020-16-00.jpeg,6,3,2020,16,0,6
IllerCreek,03-06-2020-16-10.jpeg,6,3,2020,16,10,5
IllerCreek,03-06-2020-16-20.jpeg,6,3,2020,16,20,3
IllerCreek,03-06-2020-16-30.jpeg,6,3,2020,16,30,1
IllerCreek,03-06-2020-16-40.jpeg,6,3,2020,16,40,8
IllerCreek,03-06-2020-16-50.jpeg,6,3,2020,16,50,4
IllerCreek,03-06-2020-17-00.jpeg,6,3,2020,17,0,7
IllerCreek,03-06-2020-17-10.jpeg,6,3,2020,17,10,7
IllerCreek,03-06-2020-17-20.jpeg,6,3,2020,17,20,7
